Projeto,ID_US,ID_TC,ID_STD_TC
TVD II,#1610-3,TVD-52:[SPEC] Validar comportamento do campo Telefone,34
TVD II,#1610-3,TVD-51:[SPEC] Validar comportamento do campo Nome,34
TVD II,#1610-3,TVD-50:[SPEC] Validar comportamento do campo Email,34
TVD II,#1610-3,TVD-46:[SPEC] Editar informações do usuário com sucesso,6
TVD II,#1610-3,TVD-47:[SPEC] Verificar duplicidade na edição de usuário,7
TVD II,#1610-3,TVD-49:[TC] Editar usuário deixando todos os campos de texto do formulário em branco,8
TVD II,#1610-3,TVD-53:[TC] Cancelar edição de usuário com sucesso,10
TVD II,#1610-3,"TVD-54:[TC] Verificar presença do botão ""Cancelar""",16
TVD II,#1612,TVD-58:[Spec] Buscar usuários,21
TVD II,#1612,TVD-59:[Spec] Validar acesso ao Search de usuários por perfis,20
TVD II,#1612,TVD-60:[TC] Tentar pesquisar usuários utilizando um usuário inativo,24
TVD II,#1612,TVD-61:[TC] Realizar pesquisa informando caracteres especiais,34
TVD II,#1612,TVD-62:[TC] Realizar pesquisa informando espaços em branco,34
TVD II,#1612,TVD-63:[TC] Pesquisar Usuários informando campo de pesquisa vazio,15
TVD II,#1612,TVD-64:[TC] Pesquisar por Usuário inexistente,17
TVD II,#1612,TVD-65:[TC] Pesquisar por Usuário inativados do sistema,21
TVD II,#1594,TVD-106:[TC] Validar redirecionamento para o login quando o usuário tenta navegar sem estar autenticado,13
TVD II,#1594,TVD-111:[SPEC] Validar se página é redirecionada ao colar link em outra aba do navegador,13
TVD II,#1594,TVD-201:[TC] Validar usuário informando um nome sem domínio de e-mail,34
TVD II,#1594,TVD-206:[SPEC] Validar usuário informando um e-mail,34
TVD II,#1594,TVD-219:[SPEC] Validar campo Login,34
TVD II,#1594,TVD-235:[SPEC] Validar campo Senha,34
TVD II,#1594,"TVD-238:[TC] Validar redirecionamento à página de login quando o usuário clicar no botão ""Sair""",35
TVD II,#1594,TVD-239:[TC] Validar se sistema ainda ficará logado caso feche a sessão e abra novamente,36
TVD II,#1594,"TVD-240:[TC] Validar ação do clique no botão ""Sair"" na ausência de conexão com o servidor",37
TVD II,#1604,TVD-3:[TC] Incluir dispositivo já existente no banco de dados,3
TVD II,#1604,TVD-4:[TC] Incluir dispositivo com sucesso,1
TVD II,#1604,TVD-5:[TC] Cadastrar dispositivos deixando todos os campos em branco,4
TVD II,#1604,"TVD-9:[TC] Verificar se existe ""TimeOut"" da sessão",18
TVD II,#1604,TVD-10:[TC] Validar adição de novo dispositivo junto ao Banco de Dados,1
TVD II,#1604,TVD-11:[SPEC] Verificar layout na tela para Cadastro de Dispositivo,16
TVD II,#1604,"TVD-17:[SPEC] Validar campo ""Nome""",34
TVD II,#1604,"TVD-48:[SPEC] Validar campo ""Descrição""",34
TVD II,#1602,TVD-45:[TC] Verificar se perfil de usuário não Administrador consegue Listar algum dispositivo,20
TVD II,#1602,TVD-78:[TC] Verificar se perfil de usuário Administrador consegue Listar algum dispositivo,20
TVD II,#1602,TVD-79:[SPEC] Validar cabeçalhos da tabela,16
TVD II,#1602,TVD-80:[TC] Validar comportamento dos botão Exclusão,34
TVD II,#1602,TVD-81:[TC] Validar comportamento dos botão Edição,34
TVD II,#1602,TVD-85:[TC] Validar paginação da tabela: 10 linhas,19
TVD II,#1602-2,TVD-27:[TC] Verificar layout da tela de confirmação da Exclusão,16
TVD II,#1602-2,TVD-28:[TC] Deletar dispositivo com sucesso,12
TVD II,#1602-2,TVD-30:[TC] Cancelar a remoção de um dispositivo,27
TVD II,#1602-2,TVD-31:[TC] Fechar tela de remoção antes de efetuar a ação de deletar,26
TVD II,#1602-2,TVD-33:[TC] Verificar se perfil de usuário não Administrador consegue Excluir algum dispositivo,20
TVD II,#1602-3,TVD-41:[TC] Verificar se perfil de usuário não Administrador consegue Editar algum dispositivo,20
TVD II,#1602-3,TVD-34:[TC] Cancelar a edição de um dispositivo,10
TVD II,#1602-3,TVD-36:[TC] Verificar clique fora do modal de edição,34
TVD II,#1602-3,TVD-43:[TC] Editar dispositivo deixando todos os campos de texto do formulário em branco,8
TVD II,#1602-3,TVD-67:[SPEC] Validar layout de campos do formulário modal Edição,16
TVD II,#1602-3,TVD-71:[SPEC] Validar campo Nome,34
TVD II,#1602-3,TVD-76:[SPEC] Validar campo Descrição,34
TVD II,#1603,TVD-88:[TC] Verificar nomenclatura do campo Pesquisa,16
TVD II,#1603,"TVD-89:[TC] Verificar se campo é ""case sensitive""",34
TVD II,#1603,TVD-90:[TC] Verificar quantidade máxima de caracteres campo Pesquisa,34
TVD II,#1603,TVD-91:[TC] Validar ação do botão da Lupa,34
TVD II,#1603,TVD-92:[TC] Validar ação ao digitar caracteres no campo Pesquisa com iniciais de dispositivo cadastrado,34
TVD II,#1603,TVD-94:[TC] Validar ação ao digitar caracteres no campo Pesquisa com iniciais de disp. NÃO cadastrados,34
TVD II,#1603,TVD-103:[TC] Validar se usuário Não Administrador consegue realizar pesquisa no campo Pesquisa,20
TVD II,#1613-1,TVD-86:[SPEC] Validar comportamento do campo Descrição,34
TVD II,#1613-1,TVD-84:[SPEC] Validar comportamento do campo Nome,34
TVD II,#1613-1,TVD-82:[SPEC] Validar acesso a criação de itens de avaliação por perfis,20
TVD II,#1613-1,TVD-70:[TC] Criar item de avaliação sem informar campos obrigatórios,4
TVD II,#1613-1,TVD-69:[TC] Criar item de avaliação com a mesma nomenclatura,3
TVD II,#1613-1,TVD-68:[TC] Criar item de avaliação com sucesso,1
TVD II,#1613-1,TVD-72:[TC] Cancelar criação de item de avaliação com sucesso,2
TVD II,#1613-1,TVD-73:[TC] Verificar clique fora da janela de criação,34
TVD II,#1613-1,TVD-75:[TC] Criar item de avaliação com o nome de um que tenha sido recentemente excluído,29
TVD II,#1613-1,TVD-83:[TC] Tentar criar item de avaliação utilizando um usuário inativo,24
TVD II,#1613-2,TVD-115:[TC] Cancelar a remoção de um Item de Avaliação,27
TVD II,#1613-2,TVD-77:[TC] Deletar Itens de Avaliação com sucesso,12
TVD II,#1614,TVD-107:[TC] Paginar listagem de métricas ao atingir número máximo de linhas,19
TVD II,#1614,TVD-105:[TC] Verificar a presença do botão para edição de uma nova métrica,16
TVD II,#1614,TVD-104:[TC] Verificar a presença do botão para criação de uma nova métrica,16
TVD II,#1614,TVD-102:[TC] Verificar a presença de botões de exclusão para cada métrica listada,16
TVD II,#1614,TVD-101:[TC] Verificar a presença do botão para criação de um novo item,16
TVD II,#1614,TVD-100:[TC] Verificar a presença de botões de exclusão para cada item listado,16
TVD II,#1614,TVD-98:[TC] Tentar listar itens utilizando um usuário inativo,24
TVD II,#1614,TVD-97:[SPEC] Validar acesso a lista de Itens por perfis,20
TVD II,#1614,TVD-96:[TC] Listar todas as métricas de um item com sucesso,15
TVD II,#1614,TVD-93:[TC] Listar todos os Itens em tabs com sucesso,15
TVD II,#1614,TVD-95:[TC] Validar nomenclatura das tabs listadas,16
TVD II,#1614,TVD-87:[TC] Paginar listagem de itens ao atingir número máximo de tabs,19
TVD II,#1615,TVD-114:[TC] Tentar criar métricas de avaliação utilizando um usuário inativo,24
TVD II,#1615,TVD-113:[SPEC] Validar acesso a criação de métricas de avaliação por perfis,20
TVD II,#1615,TVD-112:[SPEC] Validar comportamento do campo Descrição Métricas,34
TVD II,#1615,TVD-110:[TC] Criar métrica de avaliação sem informar campos obrigatórios,4
TVD II,#1615,TVD-109:[TC] Criar métrica de avaliação sem possuir um item de avaliação,4
TVD II,#1615,TVD-108:[TC] Criar métricas de avaliação com sucesso,1
TVD II,#1617,TVD-276:[TC] Realizar busca de relatório com sucesso,15
TVD II,#1617,TVD-277:[TC] Tentar pesquisar dispositivos utilizando um usuário inativo,24
TVD II,#1617,TVD-278:[TC] Validar resultado ao buscar relatório pelo nome do usuário,21
TVD II,#1617,TVD-279:[TC] Validar resultado ao buscar relatório pela data,21
TVD II,#1617,TVD-280:[TC] Validar comportamento do sistema para uma busca sem resultados,17
TVD II,#1617,TVD-281:[TC] Validar ação do botão da Lupa,34
TVD II,#1617,TVD-283:[TC] Validar ação ao digitar caracteres no campo Pesquisa com iniciais de dispositivo cadastrado,34
TVD II,#1617,TVD-284:[TC] Validar ação ao digitar caracteres no campo Pesquisa com iniciais de disp. NÃO cadastrados,34
TVD II,#1617,TVD-286:[Spec] Validar acesso a pesquisa de dispositivos por perfis,20
TVD II,#1617,TVD-289:[SPEC] Validações de campo Search,34
TVD II,#1619,"TVD-292:[SPEC] Validações de ação do botão ""Visualizar""",34
TVD II,#1619,TVD-293:[SPEC] Validar dados gerais da tela de visualização,16
TVD II,#1619,TVD-294:[SPEC] Validar tela de Sumário,16
TVD II,#1619,TVD-295:[SPEC] Validar informações detalhadas,16
TVD II,#1618,TVD-275:[SPEC] Filtrar Relatórios informando filtros de datas que não possuam relatórios associados,17
TVD II,#1618,TVD-274:[SPEC] Filtrar Relatórios informando filtros de datas que possuam relatórios associados,17
TVD II,#1618,TVD-282:[TC] Tentar realizar uma pesquisa de relatórios utilizando Data Inicial em formato inválido,44
TVD II,#1618,TVD-285:[TC] Tentar realizar uma pesquisa de relatórios utilizando Data Final em formato inválido,44
TVD II,#1618,TVD-288:[TC] Tentar realizar uma pesquisa de relatórios utilizando a primeira Data disponibilizada,44
TVD II,#1618,TVD-287:[TC] Tentar realizar uma pesquisa de relatórios utilizando a última Data disponibilizada,44
TVD II,#1618,TVD-290:[SPEC] Validar comportamento do campo Data Inicial,34
TVD II,#1618,TVD-291:[SPEC] Validar comportamento do campo Data Final,34
TVD II,#1620,TVD-267: [SPEC] Validar acesso para realizar Download de relatório,20
TVD II,#1620,TVD-266:[SPEC] Realizar download de um relatório de Avaliação,45
TVD II,#1620,TVD-269:[TC] Gerar PDF de relatório com sucesso,46
TVD II,#1620,TVD-270:[TC] Tentar gerar arquivo de Relatório em um formato diferente de PDF,47
TVD II,#1620,TVD-271:[TC] Validar nomenclatura do arquivo PDF gerado,48
TVD II,#1620,TVD-273:[TC] Validar consistência da estrutura do arquivo PDF gerada,16
TVD II,#1627,TVD-334:[SPEC] Editar informações do usuário com sucesso,6
TVD II,#1627,TVD-335:[SPEC] Verificar duplicidade na edição de usuário,7
TVD II,#1627,TVD-336:[TC] Editar usuário deixando todos os campos de texto do formulário em branco,8
TVD II,#1627,TVD-350:[SPEC] Validar comportamento do campo Nome,34
TVD II,#1627,TVD-333:[SPEC] Validar comportamento do campo Email,34
TVD II,#1627,TVD-351:[SPEC] Validar comportamento do campo Perfil,34
TVD II,#1627,TVD-337:[TC] Cancelar edição de usuário com sucesso,10
TVD II,#1627,"TVD-338:[TC] Verificar presença do botão ""Cancelar""",16
TVD II,#1627,TVD-352:[TC] Editar Usuário no App Mobile e verificar sua modificação na Plataforma Web,6
TVD II,#1626,TVD-339:[Spec] Buscar usuários,15
TVD II,#1626,TVD-340:[Spec] Validar acesso ao Search de usuários por perfis,20
TVD II,#1626,TVD-341:[TC] Tentar pesquisar usuários utilizando um usuário inativo,24
TVD II,#1626,TVD-342:[TC] Realizar pesquisa informando caracteres especiais,34
TVD II,#1626,TVD-343:[TC] Realizar pesquisa informando espaços em branco,34
TVD II,#1626,TVD-344:[TC] Pesquisar Usuários informando campo de pesquisa vazio,15
TVD II,#1626,TVD-345:[TC] Pesquisar por Usuário inexistente,17
TVD II,#1626,TVD-346:[TC] Pesquisar por Usuário inativados do sistema,21
TVD II,#1629,TVD-311:[TC] Cadastrar usuário com sucesso,1
TVD II,#1629,TVD-313:[TC] Cadastrar usuário sem informar nenhum campo obrigatório,4
TVD II,#1629,TVD-347:[TC] Cadastrar usuário informando email inválido,43
TVD II,#1629,TVD-314:[SPEC] Verificar duplicidade no cadastro de usuário,3
TVD II,#1629,TVD-315:[SPEC] Criar usuários utilizando diferentes perfis,5
TVD II,#1629,TVD-316:[SPEC] Validar comportamento do campo Nome,34
TVD II,#1629,TVD-317:[SPEC] Validar comportamento do campo Email,34
TVD II,#1629,TVD-319:[SPEC] Validar comportamento do campo Perfil,34
TVD II,#1629,TVD-312:[TC] Cancelar cadastro de usuário com sucesso,1
TVD II,#1629,TVD-348:[TC] Cadastrar Usuário no App Mobile e verificar sua existência na Plataforma Web,6
TVD II,#1629,"TVD-349:[TC] Verificar presença do botão ""Cancelar""",16
TVD II,#1628,TVD-354:[TC] Verificar clique fora da janela de exclusão,34
TVD II,#1628,TVD-353:[TC] Excluir Usuário no App Mobile e verificar sua exclusão na Plataforma Web,34
TVD II,#1628,TVD-320:[TC] Fechar tela de inativação antes de efetuar a ação de desabilitar,26
TVD II,#1628,TVD-321:[TC] Cancelar a inativação de um usuário,10
TVD II,#1628,TVD-322:[TC] Inativar usuário com sucesso,9
TVD II,#1626-2,TVD-326:[TC] Listar todos os usuários com sucesso,15
TVD II,#1626-2,TVD-325:[TC] Validar nomenclatura das colunas listadas,16
TVD II,#1626-2,TVD-328:[SPEC] Validar acesso a lista de usuários por perfis,20
TVD II,#1626-2,TVD-327:[TC] Tentar listar usuários utilizando um usuário inativo,24
TVD II,#1626-2,TVD-323:[TC] Verificar a presença do botão para criação de um novo usuário,16
TVD II,#1626-2,TVD-324:[TC] Verificar a presença de botões de inativação para cada usuário listado,16
TVD II,#1626-2,TVD-329:[TC] Verificar a presença de botões de edição para cada usuário listado,16
TVD II,#1626-2,TVD-330:[TC] Validar que o App Mobile exibe a mesma quantidade de usuários presentes na Plataforma Web,15
TVD II,#1532-1,TVD-411:[TC] Cadastrar tipos de testes,1
TVD II,#1532-1,TVD-413:[TC] Verificar duplicidade no cadastro de um teste já registrado,3
TVD II,#1532-1,TVD-416:[TC] Cadastrar teste sem informar nenhum campo,4
TVD II,#1532-1,TVD-417:[SPEC] Validar controle de acesso para criação de novos testes,20
TVD II,#1532-1,TVD-420:[SPEC] Validar comportamento do campo Nome,34
TVD II,#1532-1,TVD-426:[SPEC] Validar comportamento do campo Descrição,34
TVD II,#1532-1,TVD-427:[SPEC] Validar comportamento do campo Data Inicial,34
TVD II,#1532-1,TVD-428:[SPEC] Validar comportamento do campo Data Final,34
TVD II,#1532-1,"TVD-429:[TC] Validar comportamento do Selectbox ""Nivel de Pesquisa""",34
TVD II,#1532-1,"TVD-434:[TC] Validar comportamento do Selectbox ""Equipamento Usado""",34
TVD II,#1532-1,TVD-435:[TC] Verificar presença do botão Cancelar,16
TVD II,#1532-1,TVD-436:[TC] Cancelar cadastro de teste com sucesso,2
TVD II,#1532-2,TVD-473:[TC] Pesquisar teste com sucesso,15
TVD II,#1532-2,TVD-479:[TC] Pesquisar por teste inexistente,17
TVD II,#1532-2,TVD-474:[Spec] Validar acesso a pesquisa de testes por perfis,20
TVD II,#1532-2,TVD-475:[TC] Tentar pesquisar testes utilizando um usuário inativo,24
TVD II,#1532-2,TVD-476:[TC] Realizar pesquisa informando caracteres especiais,34
TVD II,#1532-2,TVD-477:[TC] Realizar pesquisa informando espaços em branco,34
TVD II,#1532-2,TVD-478:[TC] Pesquisar testes informando campo de pesquisa vazio,34
TVD II,#1532-2,TVD-480:[TC] Pesquisar por testes inativados do sistema,21
TVD II,#1532-3,TVD-441:[TC] Editar tipos de testes,6
TVD II,#1532-3,TVD-442:[TC] Verificar duplicidade na edição do teste,7
TVD II,#1532-3,TVD-443:[TC] Editar teste sem informar nenhum campo,8
TVD II,#1532-3,TVD-444:[SPEC] Validar controle de acesso para edição de testes,20
TVD II,#1532-3,TVD-445:[SPEC] Validar comportamento do campo Nome,34
TVD II,#1532-3,TVD-446:[SPEC] Validar comportamento do campo Descrição,34
TVD II,#1532-3,TVD-447:[SPEC] Validar comportamento do campo Data Inicial,34
TVD II,#1532-3,TVD-448:[SPEC] Validar comportamento do campo Data Final,34
TVD II,#1532-3,"TVD-449:[TC] Validar comportamento do Selectbox ""Nivel de Pesquisa""",34
TVD II,#1532-3,"TVD-458:[TC] Validar comportamento do Selectbox ""Equipamento Usado""",34
TVD II,#1532-3,TVD-451:[TC] Verificar presença do botão Cancelar,16
TVD II,#1532-3,TVD-452:[TC] Cancelar cadastro de teste com sucesso,2
TVD II,#1532-4,TVD-459:[TC] Inativar teste com sucesso,9
TVD II,#1532-4,TVD-460:[TC] Cancelar a inativação de um teste,10
TVD II,#1532-4,TVD-461:[TC] Verificar comportamento ao inativar item,
TVD II,#1532-5,TVD-464:[TC] Listar todas as baterias de testes com sucesso,15
TVD II,#1532-5,TVD-465:[TC] Validar nomenclatura das colunas listadas,16
TVD II,#1532-5,TVD-466:[SPEC] Validar acesso a lista de usuários por perfis,20
TVD II,#1532-5,TVD-467:[TC] Tentar listar testes utilizando um usuário inativo,24
TVD II,#1532-5,TVD-468:[TC] Verificar a presença do botão para criação de um novo teste,16
TVD II,#1532-5,TVD-469:[TC] Verificar a presença de botões de inativação para cada teste listado,16
TVD II,#1532-5,TVD-470:[TC] Verificar a presença de botões de edição para cada teste listado,16
TVD II,#1532-5,TVD-471:[TC] Validar que o App Mobile exibe a mesma quantidade de testes presentes na Plataforma Web,15
TVD II,#1532-5,TVD-472:[TC] Paginar listagem de baterias de testes ao atingir número máximo de linhas,19
TVD II,#1577,TVD-355:[SPEC] Validar acesso de usuário,20
TVD II,#1577,TVD-356:[SPEC] Realizar Login sem informar campos obrigatórios,31
TVD II,#1577,TVD-359:[SPEC] Validar campo Login,34
TVD II,#1577,TVD-360:[SPEC] Validar campo Senha,34
TVD II,#1578,"TVD-366:[TC] Validar presença do botão ""Sair""",16
TVD II,#1578,"TVD-361:[TC] Validar redirecionamento à página de login quando o usuário clicar no botão ""Sair""",35
TVD II,#1578,TVD-362:[TC] Validar se sistema ainda ficará logado caso feche a sessão e abra novamente,36
TVD II,#1578,"TVD-363:[TC] Validar ação do clique no botão ""Sair"" na ausência de conexão com o servidor",37
TVD II,#1564,TVD-485:[TC] Validar presença do scroll na listagem de dispositivos,16
TVD II,#1564,TVD-487:[TC] Validar presença do botão <Realizar Teste> ao selecionar um dispositivo,16
TVD II,#1564,TVD-486:[TC] Validar presença do botão Voltar,16
TVD II,#1564,TVD-488:[TC] Validar seleção de um dispositivo,
TVD II,#1564,TVD-489:[TC] Testar ação do scroll em tela com quantidade de dispositivos inferior a 10,19
TVD II,#1564,TVD-490:[TC] Testar ação do scroll em tela com quantidade de dispositivos superior a 10,19
TVD II,#1564,TVD-491:[TC] Validar comportamento ao listar dispositivos em caso de perda de conexão,37
TVD II,#1564,TVD-492:[TC] Excluir um dispositivo na plataforma Web e testar sincronização da exclusão em Mobile,
TVD II,#1564,TVD-493:[TC] Validar acesso de Perfil não Adm à listagem de Dispositivos,20
